domain,http_status,https_status,redirect_url
alexa.horse,200,,https://alexa.amazon.com/about
alexa.hosting,200,,https://alexa.amazon.com/about
alexa.lat,200,,https://alexa.amazon.com/about
alexa.love,200,,https://alexa.amazon.com/about
alexa.men,200,,https://alexa.amazon.com/about
alexa.miami,200,,https://alexa.amazon.com/about
alexa.ooo,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexa.party,200,,https://alexa.amazon.com/about
alexa.property,200,,https://alexa.amazon.com/about
alexa.qpon,200,,https://www.amazon.com/events/memorialdaysale?bubble-id=deals-collection-coupons
alexa.radio,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexa.rent,200,,https://alexa.amazon.com/about
alexa.review,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexa.ruhr,200,,https://alexa.amazon.com/about
alexa.study,200,,https://alexa.amazon.com/about
alexa.surf,200,,https://alexa.amazon.com/about
alexa.taipei,200,,https://alexa.amazon.com/about
alexa.tech,200,,https://developer.amazon.com/en-US/alexa/alexa-fund-venture-capital/
alexa.vodka,200,,https://alexa.amazon.com/about
alexa.wiki,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexa.xyz,200,,https://developer.amazon.com/en-US/alexa/alexa-fund-venture-capital/
alexabuild-it.com,200,,https://www.amazon.com/b?node=21601403011
alexacare.info,200,,https://www.amazon.com/dp/B0BZSZBK3T
alexacare.net,200,,https://www.amazon.com/dp/B0BZSZBK3T
alexacarehub.org,200,,https://www.amazon.com/dp/B0BZSZBK3T
alexacuckooclock.com,200,,https://www.amazon.com/dp/B08TCL7ZLQ
alexadeals.com,200,,https://www.amazon.com/b?node=14552177011
alexaexperts.fr,200,,https://developer.amazon.com/en-US/alexa
alexaexperts.it,200,,https://developer.amazon.com/en-US/alexa
alexafirecube.at,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafirecube.com,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafirecube.fr,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafirecube.info,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafirecube.it,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafirecube.net,200,,https://www.amazon.com/dp/B07KGVB6D6/?ref_=ods_dom_smp
alexafirecube.org,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafiretv.com,200,,https://www.amazon.com/b/ref=ods_dom_smp?node=8521791011
alexafiretvcube.at,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafiretvcube.com,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafiretvcube.fr,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafiretvcube.info,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafiretvcube.it,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafiretvcube.net,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexafiretvcube.org,200,,https://www.amazon.com/dp/B09BZZ3MM7?ref-ods_surl_ge
alexaforshopping.co.in,200,,
alexaforshopping.in,200,,
alexaforshopping.info,200,,
alexaforshopping.net,200,,
alexaforshopping.org,200,,
alexaforshoppingai.com,200,,
alexaforshoppingassist.com,200,,
alexaforshoppingassistant.com,200,,
alexafund.fr,200,,https://developer.amazon.com/en-US/alexa/alexa-fund-venture-capital/
alexafund.it,200,,https://developer.amazon.com/en-US/alexa/alexa-fund-venture-capital/
alexagadget.com,200,,
alexagadgets.com,200,,https://www.amazon.com/b?node=9818047011
alexaglasses.com,200,,https://www.amazon.com/b?ie=UTF8&node=116898096011
alexahealthai.com,200,,
alexahealthassistant.com,200,,
alexahealthcompanion.com,200,,
alexahome.audio,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexahomeaudio.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexahometheatre.com,200,,
alexajokes.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexamediacalai.com,200,,
alexamedicalassist.com,200,,
alexamedicalassistant.com,200,,
alexander-preiss.ch,200,200,https://www.alexander-preiss.ch/
alexanderpreiss.ch,200,200,https://www.alexander-preiss.ch/
alexandra-zvekan.ch,200,200,
alexandraziegler.ch,200,200,https://www.alexandraziegler.ch/
alexanoteprinter.com,200,,https://www.amazon.com/dp/B08SZ26WF9
alexaphone.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexaplus.com,200,200,https://www.amazon.com:443/alexaplus
alexaplus.net,200,,
alexaplus.us,200,,
alexapro.it,202,,https://www.amazon.it/
alexasdk.com,302,,
alexashopping.ai,200,,
alexashopping.com,200,,https://www.amazon.com/b?node=14552177011
alexashoppingai.com,200,,
alexashoppingapp.com,200,,
alexashoppingassistant.com,200,,
alexashoppinglist.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexasmartcuckooclock.com,200,,https://www.amazon.com/dp/B08TCL7ZLQ
alexasmartnutritionscale.com,200,,https://www.amazon.com/dp/B08SPBLN1C
alexasmartstickynoteprinter.com,200,,https://www.amazon.com/dp/B08SZ26WF9
alexasocial.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexaspeaker.com,200,,https://www.amazon.com/dp/B06XCM9LJ4/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=amznipecho-20&linkId=513a9c18add166160a1dfbf91ca03687
alexastickynoteprinter.com,200,,https://www.amazon.com/dp/B08SZ26WF9
alexastocks.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexastreaming.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
alexatechnicalsupport.com,200,,
alexavideoskillapi.com,200,,https://developer.amazon.com/en-US/docs/alexa/video/understand-the-video-skill-api.html
alexavoice.com,302,,
alexavoice.fr,202,,https://www.amazon.fr/
alexavoiceremote.fr,200,,https://www.amazon.fr/dp/B0CK1971VB
alexavoiceremote.it,200,,https://www.amazon.it/dp/B0CK1971VB
alexavoiceremotelite.fr,200,,https://www.amazon.fr/dp/B07ZZVWB4L
alexavoiceremotelite.it,200,,https://www.amazon.it/dp/B07ZZVWB4L
allkindle.com,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
allkindlebooks.com,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
allkindlecases.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
allofkindle.com,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
allthingsamazon.com,202,202,https://www.amazon.com:443/
alternance-amazon.fr,200,200,https://alternance-amazon.fr/
amaamazon.com,202,202,https://www.amazon.com:443/
amaazonaws.com,200,,https://aws.amazon.com/
amajonaws.com,200,,https://aws.amazon.com:443/
amakindle.com,200,,https://www.amazon.com/dp/B00I15SB16
amamazon.com,200,,https://www.safebrowse.io/warn.html?url=http://amamazon.com/&token=8d1f1784
amaonkindles.com,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
amazaudible.com,200,,https://www.audible.com/
amazingamazon.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazingamazon.org,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amaznkindle.com,200,,https://www.amazon.com/dp/B00I15SB16
amazokindle.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazolaws.com,200,,https://aws.amazon.com:443/
amazomaws.com,200,,https://aws.amazon.com/
amazon--coupons.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon--kindle.info,200,,https://www.amazon.com/b/ref=as_li_ss_tl?ie=UTF8&node=6669702011&linkCode=sl2&tag=amznipkindle-20&linkId=551706601a1080104e2dbb0e17826f96
amazon-1-click.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-a2z.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-a9.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-ac.com,200,200,
amazon-account-sicherheit.com,200,,https://www.safebrowse.io/warn.html?url=http://amazon-account-sicherheit.com/&token=e44b0fb3
amazon-advertising.com,200,200,https://advertising.amazon.com/
amazon-affiliate.com,200,,https://affiliate-program.amazon.com/
amazon-aicare.com,200,,
amazon-alexa.at,200,,https://www.amazon.de/dp/B06ZXQV6P8/ref=nav_shopall_k_echo_rad
amazon-alexa.co.at,200,,https://www.amazon.de/dp/B06ZXQV6P8/ref=nav_shopall_k_echo_rad
amazon-alexa.co.in,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alexa.com,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alexa.fr,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alexa.info,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alexa.it,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alexa.net,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alexa.org,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alexa.ru,200,,https://www.amazon.com/alexa/shop-echo-devices?ref_=nav_sul_ods_ha_echo_cp_0_2_4_2
amazon-alpha.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-apprendistati.it,200,200,https://amazon-apprendistati.it/
amazon-ar.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-asia.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-audible.asia,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-audible.info,200,,https://www.audible.com/
amazon-autographs.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-automatichealth.com,200,,
amazon-autos.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-aws-support.com,200,,https://aws.amazon.com/
amazon-basics.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-best-seller.info,200,200,https://www.amazon.com:443/bestsellers
amazon-bestseller.info,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-blog.com,200,200,https://www.aboutamazon.com:443/
amazon-blog.info,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-blog.net,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-blog.org,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-blogs.com,200,200,https://www.aboutamazon.com:443/
amazon-blogs.info,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-blogs.net,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-blogs.org,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-book-store.com,200,,https://www.amazon.com/amz-books/store?ou=psf&ie=UTF8&linkCode=sl2&tag=amznipbooks-20&linkId=d2297f1243b98eb7b649753d564b15f1&ref_=as_li_ss_tl
amazon-book.club,200,,https://www.amazon.com/amz-books/store?ou=psf&ie=UTF8&linkCode=sl2&tag=amznipbooks-20&linkId=d2297f1243b98eb7b649753d564b15f1&ref_=as_li_ss_tl
amazon-book.info,200,,https://www.amazon.com/amz-books/store?ou=psf&ie=UTF8&linkCode=sl2&tag=amznipbooks-20&linkId=d2297f1243b98eb7b649753d564b15f1&ref_=as_li_ss_tl
amazon-book.net,200,200,https://www.amazon.com:443/amz-books/store?ou=psf&ie=UTF8
amazon-book.org,200,,https://www.amazon.com/amz-books/store?ou=psf&ie=UTF8&linkCode=sl2&tag=amznipbooks-20&linkId=d2297f1243b98eb7b649753d564b15f1&ref_=as_li_ss_tl
amazon-books.com,200,200,https://www.amazon.com:443/amz-books/store?ou=psf&ie=UTF8
amazon-books.info,200,,https://www.amazon.com/amz-books/store?ou=psf&ie=UTF8&linkCode=sl2&tag=amznipbooks-20&linkId=d2297f1243b98eb7b649753d564b15f1&ref_=as_li_ss_tl
amazon-books.org,200,200,https://www.amazon.com:443/amz-books/store?ou=psf&ie=UTF8
amazon-bookstores.com,200,200,https://www.amazon.com:443/amz-books/store?ou=psf&ie=UTF8
amazon-brazil.net,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-brilliants.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-business.net,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-buy-here.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-buyerprotection.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-ca.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-care-ai.com,200,,
amazon-careers.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-careers.fr,202,,https://www.amazon.fr/
amazon-careers.it,202,,https://www.amazon.it/
amazon-cars.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-cars.org,200,200,https://www.amazon.com:443/automotive-auto-truck-replacements-parts/b?ie=UTF8&node=15684181
amazon-casino.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-cell.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-channel.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-checker.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-checkout.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-clothing-sales.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-cloudwatch.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-co.com,202,202,https://www.amazon.com:443/
amazon-code.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-communication.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-coreto.io,200,,https://aws.amazon.com/corretto/
amazon-coretto.io,200,,https://aws.amazon.com/corretto/
amazon-corporate.fr,202,,https://www.amazon.fr/
amazon-corporate.it,202,,https://www.amazon.it/
amazon-correto.io,200,,https://aws.amazon.com/corretto/
amazon-corretto.io,200,,https://aws.amazon.com/corretto/
amazon-coupon-code.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-coupon.info,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-coupons.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-coupons.net,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-coupons.org,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-crossing.com,200,,https://amazonpublishing.amazon.com/
amazon-customer.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-customers.com,200,200,https://www.amazon.com:443/gp/help/customer/display.html?ie=UTF8&nodeId=508510
amazon-customers.net,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-d.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-daily-blog.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-daily.com,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=07057771cdf5019fb44a6e88c747a894
amazon-dealer.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-deals.com,200,200,https://www.amazon.com/events/memorialdaysale
amazon-deals.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-deals.net,200,,https://www.amazon.com/ref=as_li_ss_tl?ie=UTF8&linkCode=sl2&tag=amznipops-20&linkId=ef33ef1998890bd8a89ba9c3007fa6cd
amazon-design.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-designs.com,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-directories.info,200,,https://www.amazon.com/ref=as_li_ss_tl?_encoding=UTF8&camp=1789&creative=390957&linkCode=ur2&tag=amznipops-20&linkId=VETEOIMPO7O4WRWZ
amazon-discount-coupons.info,200,,https://www.safebrowse.io/warn.html?url=http://amazon-discount-coupons.info/&token=6ad56781
