domain,http_status,https_status,redirect_url
fauna.com,200,,https://faunarobotics.com/
fauna.net,200,,https://faunarobotics.com/
feenix.ai,200,200,https://feenix.ai/
fireoscaptiveportal.com,200,200,
firephone.in,202,,https://www.amazon.in/
firetvcaptiveportal.com,200,,
firetvvega.com,200,,
firevega.com,200,,
fos6echocaptiveportal.com,200,,
freeai.education,200,,
ftobi.com,200,,
generativejourney.com,200,,
geteero.com,403,200,https://eero.com/
geteero.net,403,200,https://eero.com/
geteero.org,403,200,https://eero.com/
godofwaronprime.com,200,,
godofwarprime.com,200,,
godofwarseries.com,200,,
goodreads.career,200,,https://www.goodreads.com/
goodreads.wiki,200,,https://www.goodreads.com/
goodreadsbook.club,200,,https://www.goodreads.com/
gov-aws.cloud,200,,https://www.safebrowse.io/warn.html?url=http://gov-aws.cloud/&token=45ae699f
gravesvcapital.com,200,,
healthaialexa.com,200,,
healthaionemedical.com,200,,
healthassistantalexa.com,200,,
healthassistantonemedical.com,200,,
healthassistantprime.com,200,,
healthcompanionalexa.com,200,,
healthcompaniononemedical.com,200,,
healthcompanionprime.com,200,,
howtorobabankfilm.com,200,,
hvhindia.in,200,200,https://hvhindia.in/
ignitecommunity.com,200,403,https://ignitecommunity.com:443/
ignitelive.com,200,200,https://ignitecommunity.com/
imdb.career,202,,https://www.imdb.com/
imdb.click,202,,https://www.imdb.com/
imdb.club,202,,https://www.imdb.com/
imdb.desi,202,,https://www.imdb.com/
imdb.jobs,200,,https://www.amazon.jobs/content/en/teams/imdb
imdb.lol,202,,https://www.imdb.com/
imdb.london,202,,https://www.imdb.com/
imdb.pink,202,,https://www.imdb.com/
imdb.qpon,202,,https://www.imdb.com/
imdb.xyz,202,,https://www.imdb.com/
imdbpro.asia,202,,https://www.imdb.com/
immediasemi.com,200,,https://blinkforhome.com/
inlt.com,200,200,https://inlt.com/
iotatlas.net,200,200,https://iotatlas.net/
journeyassistant.com,200,,
justwalkout.com,200,200,https://www.justwalkout.com/
kdpcommunity.com,200,200,https://kdpcommunity.com/s/?language=en_US
kfbwiringdiagrams.info,200,200,https://kfbwiringdiagrams.info/
kiroween.com,200,,https://kiro.dev/
lab226.com,200,,https://amazon.jobs/content/en/teams/devices-and-services/lab126
leo-globalstar.com,200,,
lifeandtechnologycommunity.com,200,200,https://www.lifeandtechnologycommunity.com/hub
maazon.co.in,202,,https://www.amazon.in/
maazon.in,202,,https://www.amazon.in/
mechanicalturk.com,200,200,https://www.mturk.com:443/
mechturk.com,200,200,https://www.mturk.com:443/
medicalaialexa.com,200,,
medicalaiprime.com,200,,
medicalassistalexa.com,200,,
medicalassistantalexa.com,200,,
medicalassistantprime.com,200,,
medicalassistprime.com,200,,
mmechocaptiveportal.com,200,,
mturk.com,200,200,https://www.mturk.com:443/
mxplay.com,200,200,https://www.mxplayer.in/
mxplayer.in,200,200,https://www.mxplayer.in:443/
myaicare.bot,200,,
naturallanguageexperience.com,200,,
newworld.com,200,200,https://www.newworld.com/en-us
nicesoftware.cloud,200,,https://www.nice-software.com/
nlx.education,200,,
nlx.ventures,200,,
onemedical-aicare.com,200,,
onemedicalai.com,200,,
onemedicalai.health,200,,
onemedicalaicare.com,200,,
onemedicalaicarehealth.com,200,,
onemedicalamazon.com,200,200,https://www.onemedical.com/
onemedicalamazonprime.com,200,200,https://www.onemedical.com/
onemedicalprime.com,200,200,https://www.onemedical.com/
orca-aws.com,200,,
orderkindle.info,200,,https://www.safebrowse.io/warn.html?url=http://orderkindle.info/&token=8dd8fa75
partiql.org,200,200,https://partiql.org/
partnerescalation.com,200,,https://secure.ethicspoint.com/domain/media/en/gui/65221/landing.html
paywithamazon.in,200,200,https://www.amazon.in/amazonpay/home
peerlinephoto.com,200,,
pharmacyos.com,200,200,https://www.pharmacyos.com/
planetvoughthollywood.com,200,,https://www.universe.com/events/planet-vought-hollywood-tickets-27J48P
primegamingplayersguild.com,200,200,https://www.primegamingplayersguild.com/hub
primehealthaialexa.com,200,,
primehealthassistant.com,200,,
primehealthcompanion.com,200,,
primemediacalai.com,200,,
primevideo.biz,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideo.com,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideo.in,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideo.info,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideo.mobi,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideo.online,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideo.org,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideo.xyz,200,200,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root
primevideotech.com,308,308,
privevideovega.com,200,,
protozoa.dev,200,200,https://protozoa.dev/
prtl.io,403,200,https://eero.com/
radishsystems.biz,200,,
radishsystems.com,308,308,
radishsystems.info,200,,
radishsystems.mobi,200,,
radishsystems.org,200,,
radishsystems.us,200,,
review-kindle.com,200,,https://www.safebrowse.io/warn.html?url=http://review-kindle.com/&token=b964c83d
reviewsamazonkindle.info,200,,https://www.safebrowse.io/warn.html?url=http://reviewsamazonkindle.info/&token=f951bd7a
ring.homes,200,,https://ring.com/
ringalarmprobasestation.com,200,,https://ring.com/business-security-systems
ringfirewatch.com,200,,
ringretinaltuning.com,200,,
ringretinalvision.com,200,,
rt-p-ac-ek81-wou7-ry2a.bot,200,,
rt-p-ac-ohlm-mvvd-mher.airforce,200,,
runfinch.com,200,200,https://runfinch.com/
s3-acronis.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-acronis.cloud/&token=000d277e
s3-atlassian.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-atlassian.cloud/&token=ef9f500f
s3-blackberry.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-blackberry.cloud/&token=09558579
s3-dk.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-dk.cloud/&token=9f952943
s3-fbi.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-fbi.cloud/&token=c0588890
s3-ida.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-ida.cloud/&token=02fcd908
s3-iri.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-iri.cloud/&token=335b6f19
s3-marcus.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-marcus.cloud/&token=a0dbc3a4
s3-nsa.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-nsa.cloud/&token=e35733aa
s3-proofpoint.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-proofpoint.cloud/&token=6d98ead9
s3-spacex.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-spacex.cloud/&token=9cdded55
s3-ucia.cloud,200,,https://www.safebrowse.io/warn.html?url=http://s3-ucia.cloud/&token=2487094b
saltburnfilm.com,200,200,https://saltburnfilm.com/
seattlespheres.com,200,200,https://www.seattlespheres.com/
serverlesscoffee.com,200,200,https://serverlesscoffee.com/
service-catalog-tools-workshop.com,200,200,https://service-catalog-tools-workshop.com/
shipmentzero.com,308,,
shipmentzero.info,308,,
shopblinkcamera.com,200,,https://blinkforhome.com/
shopbop-coupons.com,200,,https://www.shopbop.com/
shopbop.qpon,200,,https://www.shopbop.com/
shopboptv.com,200,,https://www.shopbop.com/
sidewalkrobot.com,308,,
smbhavventurefund.com,200,,https://asvf.in/
souqaffiliate.com,200,,http://comingsoon.markmonitor.com/
souqassociate.com,200,,http://comingsoon.markmonitor.com/
souqassociates.com,200,,http://comingsoon.markmonitor.com/
souqgiftcard.com,200,,http://comingsoon.markmonitor.com/
souqgiftcards.com,200,,http://comingsoon.markmonitor.com/
souqprime.com,200,,http://comingsoon.markmonitor.com/
spokenhealthclinic.com,200,,
spotlightcampro.com,200,,https://ring.com/collections/home-security-cameras
swiship.com,200,200,https://www.swiship.com:443/track
tabletcaptiveportal.com,200,,
teachable-alexa.com,200,,https://www.amazon.science/blog/new-alexa-features-interactive-teaching-by-customers
teachablealexa.com,200,,https://www.amazon.science/blog/new-alexa-features-interactive-teaching-by-customers
teachalexa.com,200,,https://www.amazon.science/blog/change-to-alexa-wake-word-process-adds-natural-turn-taking
theclimatepledge.com,200,200,https://www.theclimatepledge.com/
theclimatepledge.info,200,,https://www.theclimatepledge.com/
theclimatepledge.net,200,,https://www.theclimatepledge.com/
theclimatepledge.org,200,,https://www.theclimatepledge.com/
theclimatepledge.xyz,200,,https://www.theclimatepledge.com/
thegangsoflagos.com,200,,https://www.gangsoflagosonprime.com/
thegangsoflagosonprime.com,200,,https://www.gangsoflagosonprime.com/
thegreatindiansale.co.in,202,,https://www.amazon.in/
thehousethesmithsbuilt.com,200,200,https://www.primevideo.com/detail/Mr-Mrs-Smith/0PIZV55NTVMF63RT9SF6CE1TN3
theroutingloop.net,200,200,https://www.theroutingloop.net:443/
thescottandersonreport.com,200,200,https://thescottandersonreport.com/
truevisualivr.com,200,,
trusted-remote-execution.com,200,200,https://trusted-remote-execution.com/
twitch.co.in,200,,https://www.twitch.tv/
twitchads.tv,200,200,https://twitchads.tv/
umbra3d.com,200,200,https://umbra3d.com/
unicorndns.net,200,200,https://www.youtube.com/watch?v=mczl5zhQcYQ/
unicornpacket.com,200,200,https://www.youtube.com/watch?v=mczl5zhQcYQ/
unicornpackets.com,200,200,https://www.youtube.com/watch?v=mczl5zhQcYQ/
unifiedhiringportal.com,200,200,https://hvh-recruiter-sso-prod.auth.us-east-1.amazoncognito.com/login?redirect_uri=https://unifiedhiringportal.com&response_type=code&client_id=29s98dfrknolo4s0h8qlqit7a4&state=eyJub25jZSI6IjE3NzkxNDIzMTkuMzgyVEduajE2NnJ2UlNxcTJRNksiLCJyZWRpcmVjdF91cmkiOiJodHRwczovL3VuaWZpZWRoaXJpbmdwb3J0YWwuY29tLyJ9&code_challenge=uDSNK7sra-XSXYyTZkynVW59hSqtfO-xhRzuTXgKUvw&code_challenge_method=S256
useportal.com,403,200,https://eero.com/
veeqo.com,200,200,https://www.veeqo.com/
vega-amazon.com,200,,
vegaamazon.com,200,,
vegaforecho.com,200,,
vegaforfire.com,200,,
vegaforfiretv.com,200,,
vegaforkindle.com,200,,
vegaos-amazon.com,200,,
vegaosbrowser.com,200,,
viziotix.com,200,200,https://viziotix.com/
voice.talk,200,,
voiceplus.talk,200,,
well-architectedworkshops.com,200,,https://dx1572sre29wk.cloudfront.net/
wellarchitectedlabs.com,200,200,https://wellarchitectedlabs.com/
wellarchitectedworkshops.com,200,,https://dx1572sre29wk.cloudfront.net/
wfm.health,200,,https://www.wholefoodsmarket.com/
whatiscitadel.com,200,,https://qrcc.me/rq7070hntxii
whatteydealwhatteyfeel.co.in,202,,https://www.amazon.in/
wholefoodmarket.co.in,200,,https://www.wholefoodsmarket.com/
wholefoodprime.com,200,,https://www.wholefoodsmarket.com/
wholefoods.desi,200,,https://www.wholefoodsmarket.com/
wholefoods.help,200,,https://www.wholefoodsmarket.com/
wholefoods.space,200,,https://www.wholefoodsmarket.com/
wholefoodsamazon.com,200,,https://www.wholefoodsmarket.com/
wholefoodsassociates.com,200,,https://www.wholefoodsmarket.com/
wholefoodsbarista.com,200,,https://www.wholefoodsmarket.com/
wholefoodsbasket.com,200,,https://www.wholefoodsmarket.com/
wholefoodscoffeeshop.com,200,,https://www.wholefoodsmarket.com/
wholefoodsevents.com,200,,https://www.wholefoodsmarket.com/
wholefoodseverydayvalue.com,200,,https://www.wholefoodsmarket.com/
wholefoodsfarmfresh.com,200,,https://www.wholefoodsmarket.com/
wholefoodsfarmfreshechos.com,200,,https://www.wholefoodsmarket.com/
wholefoodsfresh.com,200,,https://www.wholefoodsmarket.com/
wholefoodsgroceries.com,200,,https://www.wholefoodsmarket.com/
wholefoodsjwo.com,200,,https://www.wholefoodsmarket.com/
wholefoodslocal.com,200,,https://www.wholefoodsmarket.com/
wholefoodslocker.com,200,,https://www.wholefoodsmarket.com/
wholefoodslockers.com,200,,https://www.wholefoodsmarket.com/
wholefoodsmarket.brussels,200,,https://www.wholefoodsmarket.com/
wholefoodsmarket.desi,200,,https://www.wholefoodsmarket.com/
wholefoodsmarket.online,200,,https://www.wholefoodsmarket.com/
wholefoodsmarket.vip,200,,https://www.wholefoodsmarket.com/
wholesaleamazonsellers.com,200,,https://www.wholefoodsmarket.com/
winonaws.cloud,200,200,https://winonaws.cloud/
wmgnews.com,200,,
wondery.com,200,200,https://wondery.com/
xingu.com,200,,https://www.amazon.cn/
yamaxun.com,200,200,https://www.amazon.cn:443/
ytoconstruction.com,200,,
zappos-uggstore.com,200,,https://www.zappos.com/
zappos.blue,200,,https://www.zappos.com/
zappos.career,200,,https://www.zappos.com/
zappos.qpon,200,,https://www.zappos.com/
zappos.xyz,200,,https://www.zappos.com/
zapposamazon.org,200,,https://www.zappos.com/
zapposwholesale.com,200,,https://www.zappos.com/
zooxamazon.com,200,,
